age,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,Attrition
-1.415181069,1,1,-1.010909343,3,1,45,2,0,3,1,1,4,1,-0.934976686,-0.275289124,1,0.216054277,3,1,1,-0.698920855,-0.685122918,2,-0.925742425,-1.183926365,0.031166362,-1.168129647,1
0.665354106,1,1,-0.887515111,2,1,46,4,1,4,1,1,3,2,-0.854091814,-0.68281683,0,-0.877232426,3,4,2,-0.698920855,0.278638507,2,-0.324309883,-0.339836919,-0.372486076,-0.030567155,0
1.431867066,1,0,-0.764120879,2,2,47,1,0,2,1,6,3,1,-0.845359925,-0.68281683,1,-0.330589074,3,3,0,-1.109804142,-0.685122918,3,-0.725264911,-0.621200067,-0.776138513,-0.599348401,1
-0.210660704,1,0,-0.887515111,3,2,49,4,1,3,1,6,4,1,-0.999087138,-0.68281683,0,-0.60391075,3,1,0,-1.246765237,0.278638507,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.101158853,1,1,-0.517332416,4,0,51,2,1,2,1,1,1,1,-0.676237012,2.373640965,1,-0.330589074,3,4,1,-0.698920855,0.278638507,4,-1.126219938,-0.902563216,-0.776138513,-1.168129647,0
-0.429664407,2,0,-1.010909343,3,0,52,3,1,4,2,0,1,1,-0.2265447,-0.275289124,0,1.036019304,3,1,2,-0.151076474,0.278638507,3,-0.324309883,-0.339836919,-0.372486076,-0.314957778,0
-0.210660704,1,1,-0.640726647,2,5,53,3,0,3,1,2,4,2,-1.013563692,-0.68281683,0,-0.877232426,3,3,1,-1.383726333,0.278638507,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-1.086675515,1,1,-0.887515111,4,0,54,4,1,3,1,2,1,2,-0.923946931,-0.68281683,0,-0.60391075,3,4,1,-1.383726333,1.724280646,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-1.196177366,1,1,1.950552221,3,0,55,1,0,1,1,2,3,0,-0.934976686,-0.68281683,0,-0.877232426,3,3,0,-1.383726333,-0.685122918,2,-1.126219938,-1.183926365,-0.776138513,-0.883739024,1
-1.086675515,2,0,-0.14714972,3,0,56,4,0,3,3,0,3,0,0.543240298,-0.68281683,0,-0.057267399,3,4,0,-0.288037569,-2.130765057,3,0.477600173,1.066978825,-0.372486076,0.822604714,0
-0.758169961,2,1,-1.010909343,2,1,57,3,1,3,2,2,4,0,-0.540203364,-0.68281683,0,2.129306007,4,4,0,0.122845717,-0.685122918,3,1.079032714,1.066978825,0.434818799,0.822604714,0
0.446350404,1,1,0.346427207,3,3,58,2,1,3,5,7,3,1,2.348213781,-0.68281683,0,-0.877232426,3,4,0,1.629417767,-2.130765057,3,2.281897797,2.895839291,2.251254768,1.106995337,1
-0.320162556,0,0,1.703763758,4,2,60,2,0,3,2,0,3,0,-0.412212246,-1.090344536,0,1.30934098,4,3,0,-0.151076474,-0.685122918,3,0.477600173,0.222889379,2.251254768,0.822604714,0
0.008342998,1,1,1.21018683,2,0,61,2,0,3,1,1,2,1,-0.767462279,0.539766288,0,1.582662656,4,1,0,-0.424998665,-1.648884344,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.99385966,2,0,-0.517332416,4,2,62,1,0,3,2,0,4,0,-0.13554922,0.539766288,1,1.582662656,4,3,0,0.396767908,1.242399933,3,0.477600173,0.504252527,-0.776138513,1.106995337,0
-0.210660704,1,1,-0.14714972,1,0,63,4,0,4,1,2,4,1,-0.940491564,-0.68281683,0,1.036019304,3,4,0,-1.383726333,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-0.883739024,0
1.212863363,1,1,-1.010909343,2,0,64,1,0,2,3,2,3,0,-0.225395768,2.373640965,1,-0.60391075,3,4,0,1.629417767,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,1
-0.977173664,1,1,-0.517332416,4,3,65,3,0,3,1,2,3,0,-0.671181707,-0.68281683,1,-0.60391075,3,3,0,-1.246765237,0.278638507,2,-0.925742425,-0.621200067,0.031166362,-0.599348401,1
0.774855958,1,0,-1.010909343,5,2,68,2,1,3,2,0,1,2,-0.208621348,0.947293994,1,1.582662656,4,3,1,-0.288037569,-0.685122918,2,-0.524787397,-0.339836919,-0.372486076,-0.314957778,0
-0.210660704,0,1,0.223032976,2,1,70,3,0,2,3,4,1,1,0.809333143,-0.275289124,1,-0.60391075,3,3,1,-0.151076474,0.278638507,3,-0.524787397,-1.183926365,0.031166362,-0.314957778,0
-1.196177366,1,0,1.703763758,3,2,72,3,1,2,2,0,4,1,-0.506654525,1.762349406,1,1.036019304,3,3,1,-0.835881951,-0.685122918,2,-0.925742425,-0.621200067,-0.776138513,-1.168129647,0
-0.429664407,2,1,-1.010909343,2,0,73,1,1,3,3,7,4,0,1.630590333,-0.68281683,1,-0.877232426,3,3,0,0.533729004,-1.648884344,3,1.680465256,2.755157717,2.251254768,2.244557828,0
-0.210660704,2,0,1.086792598,5,0,74,2,0,3,3,0,1,1,0.622057091,-0.68281683,0,1.855984331,4,4,1,-0.288037569,0.278638507,2,0.477600173,1.066978825,-0.372486076,1.106995337,0
-0.210660704,1,1,1.703763758,4,1,75,3,1,3,1,2,1,1,-0.539514004,0.132238582,1,-0.057267399,3,3,1,-0.972843046,0.278638507,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.64866811,1,1,-0.270543952,4,0,76,4,0,3,2,2,4,2,-0.102689741,0.132238582,0,1.855984331,4,4,1,-0.151076474,0.278638507,2,0.076645145,0.785615676,-0.372486076,0.822604714,0
0.008342998,1,1,-1.010909343,4,0,77,1,0,2,2,3,3,2,-0.084766389,-0.68281683,0,0.762697628,3,3,1,-0.56195976,-0.685122918,4,0.076645145,0.222889379,-0.776138513,0.822604714,0
-0.539166258,1,1,-1.010909343,3,1,78,1,0,3,2,3,4,1,-0.045932459,-0.68281683,1,1.855984331,4,2,1,-0.288037569,0.278638507,3,0.477600173,1.066978825,2.049428549,1.106995337,0
0.11784485,2,1,2.444129149,5,0,79,4,1,3,2,2,4,0,-0.909010804,-0.68281683,0,-1.150554102,3,4,0,-0.151076474,-0.685122918,3,0.678077686,-0.339836919,2.251254768,1.391385959,0
1.431867066,1,1,-0.270543952,2,1,80,2,1,2,5,7,3,2,2.348213781,0.947293994,1,-0.877232426,3,4,1,2.382703792,-0.685122918,2,2.281897797,-0.339836919,2.251254768,1.106995337,0
2.417383728,1,0,1.950552221,3,0,81,1,1,3,3,0,1,0,0.293002727,1.762349406,0,-1.150554102,3,4,0,2.314223244,0.278638507,2,2.281897797,2.895839291,2.049428549,1.391385959,0
-0.101158853,1,1,-0.14714972,3,3,83,3,1,3,3,4,3,2,0.858047895,-0.68281683,0,-0.60391075,3,2,3,0.807651194,-0.685122918,3,2.081420283,2.755157717,2.251254768,1.106995337,0
1.979376322,1,1,-0.14714972,3,1,84,4,1,3,4,5,3,2,1.928853296,-0.275289124,1,-0.330589074,3,3,3,1.355495576,-0.685122918,3,-0.324309883,-1.183926365,-0.776138513,-0.599348401,0
-0.101158853,2,1,0.223032976,3,0,85,2,0,2,2,3,2,0,0.031505614,-0.68281683,0,-0.60391075,3,3,0,-0.698920855,0.278638507,3,-0.123832369,0.222889379,-0.776138513,-0.314957778,0
0.884357809,1,1,-0.270543952,3,0,86,2,0,3,3,1,1,2,0.772567292,-0.275289124,0,0.489375953,3,3,1,1.903339958,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-0.210660704,2,1,-1.010909343,3,1,88,2,0,3,1,1,1,1,-0.957725556,0.539766288,0,-0.60391075,3,4,1,-0.835881951,-0.685122918,2,-0.725264911,-0.621200067,-0.372486076,-0.599348401,0
-0.101158853,1,1,-0.023755488,3,1,90,4,0,2,1,1,3,1,-0.683360395,-1.090344536,1,0.489375953,3,1,1,-1.246765237,-2.130765057,2,-1.126219938,-1.183926365,-0.776138513,-1.168129647,1
2.417383728,2,0,-1.010909343,1,0,91,1,1,2,2,0,3,0,-0.204255403,1.762349406,0,-1.150554102,3,4,0,1.218534481,-0.685122918,2,-0.524787397,-0.339836919,-0.372486076,-0.314957778,0
-0.867671812,1,1,-0.887515111,3,0,94,3,0,3,1,1,2,1,-0.840764194,-1.090344536,0,2.129306007,4,4,1,-0.698920855,0.278638507,3,-0.324309883,-0.05847377,-0.776138513,-0.030567155,0
-0.64866811,1,1,-1.010909343,4,1,95,3,0,3,1,1,2,0,-0.88718108,-0.68281683,0,0.489375953,3,2,0,-1.383726333,1.242399933,3,-1.126219938,-0.902563216,-0.372486076,-1.168129647,0
-0.539166258,1,1,-1.010909343,3,0,96,2,0,3,2,1,2,1,-0.032604838,-0.68281683,0,0.489375953,3,2,2,-0.151076474,0.278638507,3,0.678077686,-0.05847377,-0.776138513,1.391385959,0
-0.101158853,1,1,-0.393938184,3,0,97,2,1,4,1,2,4,1,-0.763785694,0.132238582,0,-0.877232426,3,2,0,-0.835881951,0.278638507,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-0.64866811,1,1,-0.14714972,4,0,98,3,1,3,2,3,4,0,-0.445301512,-0.68281683,0,2.129306007,4,4,0,-0.014115378,-0.685122918,3,0.8785552,0.785615676,-0.372486076,1.106995337,0
-0.210660704,1,0,-1.010909343,4,2,100,3,0,2,2,0,1,0,-0.471037608,-1.090344536,0,-0.330589074,3,2,0,0.670690099,-0.685122918,3,1.680465256,2.473794568,0.031166362,1.106995337,0
0.884357809,1,1,-0.393938184,4,5,101,4,0,3,3,7,1,1,1.581645794,0.539766288,1,-0.330589074,3,2,0,0.807651194,0.278638507,4,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
0.008342998,1,1,-0.270543952,4,1,102,1,0,3,3,7,3,0,1.677926365,0.539766288,0,-0.60391075,3,1,0,0.670690099,0.278638507,4,-0.324309883,-0.621200067,-0.776138513,-0.599348401,0
0.99385966,1,2,-0.517332416,2,1,103,2,0,3,2,8,2,2,-0.308118932,2.169877112,1,1.855984331,4,4,1,0.670690099,-0.685122918,3,-0.524787397,-0.621200067,-0.776138513,-0.599348401,0
-0.758169961,1,1,-1.010909343,1,0,104,4,0,2,2,2,4,1,-0.283991342,-0.68281683,1,-0.877232426,3,3,2,-0.151076474,-1.648884344,2,0.678077686,1.066978825,0.434818799,-1.168129647,0
-0.210660704,1,1,-1.010909343,3,1,105,2,0,2,1,1,3,0,-0.804917489,-0.68281683,0,0.762697628,3,1,0,-0.698920855,0.278638507,3,-0.123832369,-0.05847377,-0.776138513,-0.030567155,0
1.979376322,1,0,-1.010909343,2,0,106,1,0,3,3,0,4,1,0.890907374,0.132238582,0,-0.330589074,3,4,1,1.766378863,1.242399933,3,-1.126219938,-1.183926365,-0.372486076,-1.168129647,0
0.11784485,0,1,-0.393938184,3,1,107,2,1,1,2,1,4,2,-0.237344669,1.762349406,1,-0.877232426,3,4,3,0.807651194,0.278638507,3,1.279510228,1.911068271,-0.372486076,1.391385959,0
-0.320162556,1,1,-1.010909343,2,1,110,1,0,3,2,3,2,1,-0.468050382,-0.68281683,0,-0.057267399,3,3,0,-0.835881951,-0.685122918,3,-0.324309883,-0.621200067,-0.372486076,-0.314957778,0
2.088878174,1,1,-0.270543952,3,0,112,4,0,1,3,3,4,0,0.206373191,0.539766288,0,-1.150554102,3,1,0,2.382703792,0.278638507,2,-0.123832369,-0.05847377,-0.776138513,-0.599348401,0
-1.52468292,1,0,-0.887515111,1,3,113,3,0,3,1,6,1,2,-0.928312876,0.132238582,0,-0.60391075,3,3,1,-1.109804142,0.278638507,3,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
1.541368917,1,1,-0.023755488,4,0,116,4,0,3,1,2,4,1,-0.985070158,0.132238582,0,2.129306007,4,2,2,-0.151076474,1.242399933,3,-0.524787397,-0.621200067,-0.776138513,-0.314957778,0
-0.758169961,1,1,-0.887515111,3,0,117,3,0,2,2,4,4,1,-0.507803458,-0.68281683,0,1.036019304,3,1,3,-0.014115378,0.278638507,3,0.8785552,1.629705122,2.251254768,1.106995337,0
0.99385966,1,0,-0.023755488,2,1,118,3,0,2,3,0,4,0,0.748439703,-0.68281683,0,0.216054277,3,4,0,-0.288037569,0.278638507,3,0.477600173,1.066978825,0.838471237,0.822604714,1
0.336848552,2,1,-1.010909343,4,0,119,3,0,2,4,4,2,1,1.640930728,-0.68281683,0,1.855984331,4,4,1,1.492456672,0.278638507,2,2.281897797,-0.339836919,2.251254768,1.960167205,0
1.541368917,1,0,1.456975294,4,2,120,3,0,3,2,0,4,0,-0.211608574,-1.090344536,1,1.855984331,4,4,0,-0.014115378,-0.685122918,1,0.678077686,0.785615676,-0.372486076,-1.168129647,0
-0.758169961,1,0,-0.640726647,2,1,121,3,1,2,2,0,2,2,-0.264919057,-0.68281683,1,-0.877232426,3,2,3,-0.014115378,1.242399933,2,0.8785552,1.066978825,0.031166362,0.822604714,0
0.99385966,2,1,-1.010909343,3,1,124,3,0,2,3,4,1,1,0.990634744,-0.275289124,1,-0.60391075,3,3,1,1.355495576,1.724280646,2,0.678077686,1.348341973,2.251254768,0.253823468,0
-0.539166258,1,0,-0.393938184,4,1,125,2,0,3,2,0,3,0,-0.310646584,-0.68281683,0,0.216054277,3,1,0,0.122845717,-2.130765057,3,0.8785552,1.066978825,1.242123674,0.822604714,0
1.869874471,1,1,-0.887515111,4,3,126,1,1,3,3,7,3,1,1.65150091,2.373640965,0,-0.877232426,3,1,1,0.670690099,1.724280646,1,-0.524787397,-0.339836919,-0.776138513,-0.314957778,0
-1.415181069,1,0,-0.764120879,2,5,128,1,1,3,2,0,3,1,-0.313174236,-1.090344536,0,1.582662656,4,1,1,-0.972843046,-0.685122918,2,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
-0.977173664,0,0,-0.640726647,3,1,129,2,0,3,2,0,3,1,-0.491948185,-0.68281683,0,-0.057267399,3,2,0,-0.835881951,0.278638507,4,-0.324309883,-0.05847377,-0.776138513,-0.030567155,0
2.307881876,1,0,0.099638744,4,1,131,4,0,3,4,0,3,0,1.725721971,-1.090344536,0,-0.60391075,3,3,0,2.382703792,-1.648884344,2,2.281897797,1.629705122,-0.372486076,1.106995337,0
0.774855958,0,1,1.703763758,3,1,132,2,0,3,2,2,2,1,-0.992653114,0.539766288,0,-0.877232426,3,3,1,0.807651194,0.278638507,4,-0.725264911,-0.621200067,-0.372486076,-0.599348401,0
0.008342998,1,2,-0.393938184,4,4,133,3,0,3,1,8,1,2,-0.985529731,0.539766288,1,1.855984331,4,4,0,-0.56195976,0.278638507,3,-0.725264911,-0.621200067,-0.776138513,-0.599348401,1
-0.539166258,1,1,-1.010909343,1,0,134,4,0,3,1,1,1,0,-0.782628192,-0.68281683,0,-0.60391075,3,4,0,-1.383726333,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-1.853188474,2,1,-0.393938184,3,0,137,4,1,2,1,2,4,0,-0.789521789,-0.68281683,1,0.762697628,3,2,0,-1.383726333,1.724280646,3,-1.126219938,-1.183926365,-0.372486076,-1.168129647,1
-0.320162556,1,1,-0.393938184,4,5,138,1,1,3,2,1,3,0,-0.356833684,-0.68281683,0,-0.330589074,3,3,0,0.670690099,0.278638507,3,1.88094277,2.473794568,0.031166362,1.675776582,0
0.008342998,0,1,-0.887515111,2,0,139,3,0,2,2,4,4,2,-0.275489239,0.947293994,0,-0.330589074,3,4,1,0.807651194,-0.685122918,4,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
2.417383728,0,2,-0.887515111,4,4,140,3,1,2,5,5,4,1,2.348213781,2.373640965,0,1.582662656,4,4,1,2.382703792,0.278638507,3,-0.725264911,-0.621200067,0.031166362,-0.599348401,0
1.431867066,2,1,-1.010909343,3,0,141,1,1,3,5,7,2,1,2.348213781,0.132238582,1,1.036019304,3,1,0,2.314223244,-1.648884344,2,0.277122659,-0.339836919,-0.776138513,0.822604714,0
-1.305679218,1,0,-0.517332416,3,2,142,3,0,2,2,0,3,0,-0.141983244,-0.68281683,1,-1.150554102,3,4,0,-0.698920855,-1.648884344,3,-0.123832369,-0.05847377,-0.776138513,-0.314957778,1
-1.305679218,1,1,-0.270543952,1,1,143,4,0,2,1,1,4,1,-0.798023892,-0.68281683,0,-1.150554102,3,3,2,-1.246765237,-0.685122918,3,-0.925742425,-0.621200067,0.031166362,-0.883739024,0
-1.634184772,1,1,0.716609903,3,1,144,2,1,3,1,2,4,0,-0.80216005,-0.68281683,0,-0.057267399,3,3,0,-1.383726333,1.724280646,3,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
1.541368917,2,1,-1.010909343,4,1,145,1,1,2,3,4,1,0,0.257845382,0.132238582,0,1.30934098,4,3,0,1.629417767,-1.648884344,2,1.279510228,2.19243142,2.251254768,1.106995337,0
-0.320162556,2,1,-0.270543952,3,0,147,1,0,1,2,2,3,0,-0.066153677,-0.68281683,1,2.402627683,4,4,0,-0.288037569,0.278638507,3,0.477600173,0.785615676,-0.776138513,0.538214091,1
1.869874471,0,2,2.073946453,3,4,148,4,1,4,4,5,4,0,2.348213781,-0.275289124,1,-0.877232426,3,3,0,1.629417767,0.278638507,3,-0.324309883,-0.339836919,0.838471237,-0.030567155,0
-1.415181069,1,1,1.086792598,1,0,150,2,0,3,1,2,3,1,-0.824449347,-1.090344536,0,-0.877232426,3,3,1,-0.698920855,-0.685122918,3,-0.324309883,-0.339836919,-0.372486076,-0.599348401,0
-0.320162556,1,1,-0.393938184,4,0,151,3,1,2,2,1,2,2,-0.4266888,1.3548217,0,-0.057267399,3,3,1,0.122845717,0.278638507,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.008342998,1,0,-0.764120879,3,0,152,3,0,3,3,0,4,0,0.244977335,-0.275289124,0,-0.877232426,3,1,0,0.122845717,0.278638507,3,-0.324309883,-0.339836919,-0.372486076,-0.314957778,0
-0.320162556,1,1,-0.517332416,3,1,153,3,1,2,3,5,1,0,1.210770275,-0.275289124,0,-0.877232426,3,4,0,0.396767908,1.724280646,3,0.8785552,1.629705122,1.242123674,1.106995337,0
-0.101158853,2,0,0.223032976,2,3,154,2,1,3,3,0,4,1,0.775784304,-1.090344536,0,-0.330589074,3,3,1,-0.151076474,1.724280646,3,0.477600173,0.785615676,0.031166362,1.106995337,0
-0.101158853,1,1,-0.764120879,2,0,155,1,1,3,1,2,4,2,-0.810432367,0.947293994,0,1.855984331,4,1,1,-0.56195976,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.665354106,2,0,2.073946453,2,0,158,3,0,3,4,5,4,1,2.348213781,-0.68281683,1,-0.877232426,3,4,2,1.903339958,0.278638507,4,2.281897797,2.19243142,0.838471237,2.244557828,0
-0.758169961,2,1,1.703763758,3,0,159,1,0,1,1,1,3,2,-0.861444985,-0.68281683,0,2.675949358,4,3,3,-0.151076474,-0.685122918,2,0.678077686,0.785615676,-0.776138513,1.391385959,0
-0.429664407,0,0,1.580369526,2,2,160,3,0,3,2,0,2,1,-0.049609044,-1.090344536,0,-0.60391075,3,1,1,-0.424998665,-0.685122918,4,0.076645145,0.785615676,-0.776138513,0.822604714,0
2.088878174,1,1,0.593215671,4,0,161,2,1,3,1,1,2,1,-0.321446553,2.373640965,1,0.762697628,3,1,3,-0.56195976,-0.685122918,3,-0.324309883,-0.05847377,0.838471237,-0.314957778,1
1.541368917,1,1,-0.393938184,3,0,162,1,0,3,5,7,3,0,2.348213781,1.762349406,0,-0.60391075,3,3,0,1.629417767,1.724280646,3,2.281897797,2.895839291,2.251254768,2.955534386,0
